"SITE_ID","YEAR","WEEK","DATEON","DATEOFF","SO2_CONC","SO4_CONC","NO3_CONC","HNO3_CONC","TNO3_CONC","NH4_CONC","CA_CONC","NA_CONC","MG_CONC","K_CONC","CL_CONC"
"YEL408","2014.0","24.0","06/10/2014 09:00:00","06/17/2014 08:00:00","0.388","0.468","0.171","0.099","0.268","0.166","0.144","0.075","0.022","0.03","0.025"
"YEL408","2016.0","26.0","06/21/2016 09:00:00","06/28/2016 08:00:00","0.693","0.165","0.081","0.156","0.235","0.08","0.132","0.019","0.019","0.032","0.012"
"YEL408","2016.0","25.0","06/14/2016 09:00:00","06/21/2016 08:00:00","0.649","0.353","0.17","0.186","0.352","0.131","0.172","0.069","0.027","0.037","0.027"
"YEL408","2014.0","26.0","06/24/2014 09:00:00","07/01/2014 08:00:00","0.426","0.226","0.059","0.138","0.195","0.093","0.055","0.015","0.01","0.019","0.017"
"YEL408","2013.0","24.0","06/11/2013 09:00:00","06/18/2013 08:00:00","0.644","0.361","0.166","0.157","0.32","0.135","0.159","0.045","0.024","0.024","0.022"
"YEL408","2015.0","24.0","06/09/2015 09:00:00","06/16/2015 08:00:00","0.412","0.366","0.101","0.183","0.281","0.16","0.089","0.022","0.015","0.028","0.014"
"YEL408","2017.0","26.0","06/27/2017 09:00:00","07/04/2017 08:00:00","0.59","0.257","0.036","0.152","0.186","0.119","0.045","0.014","0.01","0.046","0.011"
"YEL408","2013.0","23.0","06/04/2013 09:00:00","06/11/2013 08:00:00","0.427","0.405","0.191","0.185","0.373","0.161","0.235","0.073","0.031","0.032","0.052"
"YEL408","2013.0","25.0","06/18/2013 09:00:00","06/25/2013 08:00:00","0.492","0.325","0.144","0.155","0.296","0.133","0.138","0.026","0.02","0.024","0.013"
"GRS420","2015.0","23.0","06/02/2015 09:00:00","06/09/2015 08:00:00","0.191","1.786","0.193","1.124","1.298","0.571","0.161","0.021","0.027","0.052","0.015"
"GRS420","2013.0","23.0","06/04/2013 09:00:00","06/11/2013 08:00:00","0.2","2.366","0.058","0.713","0.759","0.743","0.076","0.029","0.017","0.062","0.016"
"GRS420","2016.0","26.0","06/21/2016 09:00:00","06/28/2016 08:00:00","0.258","1.661","0.193","1.218","1.392","0.338","0.186","0.217","0.049","0.067","0.016"
"GRS420","2014.0","26.0","06/24/2014 09:00:00","07/01/2014 08:00:00","0.452","2.502","0.128","0.941","1.055","0.603","0.234","0.12","0.052","0.073","0.017"
"GRS420","2016.0","24.0","06/07/2016 09:00:00","06/14/2016 08:00:00","0.652","1.358","0.362","1.408","1.747","0.497","0.456","0.029","0.07","0.08","0.015"
"GRS420","2015.0","26.0","06/23/2015 09:00:00","06/30/2015 08:00:00","0.249","2.072","0.171","1.107","1.26","0.366","0.342","0.099","0.06","0.079","0.016"
"GRS420","2016.0","27.0","06/28/2016 09:00:00","07/05/2016 08:00:00","0.442","1.591","0.238","1.105","1.325","0.433","0.274","0.048","0.047","0.074","0.015"
"GRS420","2014.0","23.0","06/03/2014 09:00:00","06/10/2014 08:00:00","0.257","1.841","0.058","0.939","0.982","0.469","0.122","0.119","0.03","0.056","0.016"
"GRS420","2016.0","25.0","06/14/2016 09:00:00","06/21/2016 08:00:00","0.404","1.2","0.345","0.857","1.188","0.388","0.173","0.207","0.049","0.056","0.05"
"GRS420","2015.0","25.0","06/16/2015 09:00:00","06/23/2015 08:00:00","0.582","2.121","0.432","0.998","1.413","0.444","0.334","0.231","0.07","0.079","0.027"
"GRS420","2017.0","25.0","06/20/2017 09:00:00","06/27/2017 08:00:00","0.277","1.066","0.309","0.538","0.839","0.212","0.262","0.151","0.049","0.059","0.015"
"GRS420","2013.0","25.0","06/18/2013 09:00:00","06/25/2013 08:00:00","0.197","1.933","0.073","0.853","0.913","0.575","0.087","0.062","0.025","0.073","0.016"
"GRS420","2017.0","24.0","06/13/2017 09:00:00","06/20/2017 08:00:00","0.165","1.211","0.066","0.702","0.757","0.342","0.096","0.076","0.021","0.055","0.015"
"GRS420","2013.0","26.0","06/25/2013 09:00:00","07/02/2013 08:00:00","0.536","2.312","0.114","1.035","1.132","0.405","0.368","0.106","0.064","0.085","0.015"
"GRS420","2013.0","24.0","06/11/2013 09:00:00","06/18/2013 08:00:00","0.499","2.277","0.078","1.204","1.263","0.609","0.163","0.075","0.033","0.087","0.017"
"GRS420","2015.0","27.0","06/30/2015 09:00:00","07/07/2015 08:00:00","0.211","1.286","0.063","0.557","0.611","0.317","0.1","0.059","0.024","0.082","0.016"
"GRS420","2015.0","24.0","06/09/2015 09:00:00","06/16/2015 08:00:00","0.311","1.882","0.595","0.966","1.546","0.505","0.281","0.242","0.067","0.088","0.033"
"GRS420","2017.0","26.0","06/27/2017 09:00:00","07/04/2017 08:00:00","0.145","1.065","0.098","0.649","0.737","0.237","0.129","0.094","0.03","0.062","0.016"
"GRS420","2014.0","24.0","06/10/2014 09:00:00","06/17/2014 08:00:00","0.364","2.08","0.054","0.781","0.823","0.642","0.079","0.039","0.024","0.06","0.015"
"GRS420","2014.0","25.0","06/17/2014 09:00:00","06/24/2014 08:00:00","0.469","3.015","0.147","1.218","1.345","0.771","0.211","0.131","0.049","0.075","0.015"
"GRS420","2017.0","23.0","06/06/2017 09:00:00","06/13/2017 08:00:00","0.295","1.203","0.237","0.671","0.897","0.422","0.146","0.098","0.034","0.047","0.016"
"GRC474","2016.0","26.0","06/21/2016 09:00:00","06/28/2016 08:00:00","0.311","0.925","0.432","0.75","1.171","0.31","0.389","0.211","0.06","0.101","0.092"
"GRC474","2015.0","23.0","06/02/2015 09:00:00","06/09/2015 08:00:00","0.235","0.704","0.2","0.549","0.74","0.248","0.15","0.068","0.024","0.03","0.018"
"GRC474","2015.0","27.0","06/30/2015 09:00:00","07/07/2015 08:00:00","0.285","0.684","0.307","0.74","1.035","0.238","0.309","0.076","0.039","0.042","0.013"
"GRC474","2014.0","23.0","06/03/2014 09:00:00","06/10/2014 08:00:00","0.214","0.677","0.304","0.698","0.991","0.233","0.336","0.089","0.053","0.056","0.047"
"GRC474","2013.0","26.0","06/25/2013 09:00:00","07/02/2013 08:00:00","0.245","0.632","0.297","0.671","0.957","0.233","0.428","0.117","0.056","0.089","0.058"
"GRC474","2015.0","26.0","06/23/2015 09:00:00","06/30/2015 08:00:00","0.404","0.814","0.289","0.875","1.15","0.301","0.221","0.118","0.033","0.055","0.013"
"GRC474","2015.0","24.0","06/09/2015 09:00:00","06/16/2015 08:00:00","0.139","0.641","0.099","0.621","0.71","0.217","0.102","0.042","0.016","0.031","0.011"
"GRC474","2017.0","25.0","06/20/2017 09:00:00","06/27/2017 08:00:00","0.23","0.822","0.233","0.728","0.95","0.328","0.322","0.085","0.044","0.081","0.032"
"GRC474","2015.0","25.0","06/16/2015 09:00:00","06/23/2015 08:00:00","0.285","0.846","0.272","0.866","1.124","0.317","0.274","0.146","0.04","0.078","0.089"
"GRC474","2016.0","25.0","06/14/2016 09:00:00","06/21/2016 08:00:00","0.216","0.575","0.244","0.55","0.786","0.198","0.239","0.119","0.034","0.056","0.086"
"GRC474","2014.0","25.0","06/17/2014 09:00:00","06/24/2014 08:00:00","0.215","0.546","0.366","0.447","0.806","0.201","0.345","0.156","0.064","0.069","0.08"
"GRC474","2016.0","27.0","06/28/2016 09:00:00","07/05/2016 08:00:00","0.327","0.741","0.308","0.638","0.936","0.247","0.193","0.109","0.032","0.038","0.013"
"GRC474","2014.0","24.0","06/10/2014 09:00:00","06/17/2014 08:00:00","0.25","0.814","0.448","0.474","0.915","0.274","0.446","0.216","0.066","0.068","0.142"
"GRC474","2014.0","26.0","06/24/2014 09:00:00","07/01/2014 08:00:00","0.333","0.72","0.553","0.653","1.195","0.236","0.298","0.238","0.053","0.064","0.073"
"GRC474","2017.0","24.0","06/13/2017 09:00:00","06/20/2017 08:00:00","0.154","0.342","0.101","0.569","0.661","0.127","0.198","0.037","0.028","0.023","0.026"
"GRC474","2013.0","23.0","06/04/2013 09:00:00","06/11/2013 08:00:00","0.195","0.561","0.26","0.426","0.679","0.185","0.253","0.133","0.049","0.048","0.111"
"GRC474","2017.0","23.0","06/06/2017 09:00:00","06/13/2017 08:00:00","0.278","0.756","0.3","0.367","0.662","0.267","0.271","0.155","0.048","0.058","0.101"
"GRC474","2013.0","24.0","06/11/2013 09:00:00","06/18/2013 08:00:00","0.318","1.005","0.419","0.621","1.03","0.357","0.251","0.15","0.041","0.057","0.085"
"GRC474","2013.0","25.0","06/18/2013 09:00:00","06/25/2013 08:00:00","0.386","0.703","0.457","0.552","1.0","0.221","0.284","0.251","0.063","0.095","0.229"
"GRC474","2016.0","24.0","06/07/2016 09:00:00","06/14/2016 08:00:00","0.277","0.926","0.538","0.47","1.001","0.277","0.264","0.264","0.05","0.069","0.109"
"GRC474","2017.0","26.0","06/27/2017 09:00:00","07/04/2017 08:00:00","0.219","0.596","0.273","0.635","0.898","0.215","0.226","0.155","0.04","0.067","0.121"
"YOS404","2013.0","25.0","06/18/2013 09:00:00","06/25/2013 08:00:00","0.596","0.453","0.187","0.45","0.63","0.137","0.083","0.079","0.021","0.032","0.015"
"YOS404","2014.0","25.0","06/17/2014 09:00:00","06/24/2014 08:00:00","0.73","0.673","0.45","0.57","1.011","0.232","0.119","0.271","0.049","0.047","0.17"
"YOS404","2015.0","25.0","06/16/2015 09:00:00","06/23/2015 08:00:00","0.578","0.682","0.31","0.685","0.983","0.261","0.099","0.184","0.035","0.059","0.12"
"YOS404","2016.0","25.0","06/14/2016 09:00:00","06/21/2016 08:00:00","0.915","0.589","0.349","0.436","0.778","0.219","0.095","0.163","0.033","0.041","0.073"
"YOS404","2017.0","25.0","06/20/2017 09:00:00","06/27/2017 08:00:00","0.738","0.975","0.312","0.745","1.045","0.409","0.151","0.16","0.036","0.059","0.017"
"YOS404","2017.0","26.0","06/27/2017 09:00:00","07/04/2017 08:00:00","1.126","1.166","0.598","0.789","1.375","0.419","0.14","0.283","0.054","0.087","0.012"
"YOS404","2015.0","26.0","06/23/2015 09:00:00","06/30/2015 08:00:00","1.374","1.207","0.499","1.155","1.635","0.428","0.143","0.221","0.046","0.058","0.014"
"YOS404","2015.0","27.0","06/30/2015 09:00:00","07/07/2015 08:00:00","1.056","1.146","0.213","1.148","1.343","0.444","0.106","0.065","0.026","0.064","0.014"
"YOS404","2014.0","26.0","06/24/2014 09:00:00","07/01/2014 08:00:00","0.788","0.564","0.212","0.613","0.815","0.218","0.074","0.089","0.024","0.028","0.019"
"YOS404","2015.0","23.0","06/02/2015 09:00:00","06/09/2015 08:00:00","0.629","0.776","0.298","0.603","0.892","0.287","0.113","0.105","0.028","0.039","0.015"
"YOS404","2013.0","26.0","06/25/2013 09:00:00","07/02/2013 08:00:00","0.82","0.82","0.111","0.785","0.883","0.318","0.078","0.05","0.018","0.038","0.014"
"YOS404","2016.0","24.0","06/07/2016 09:00:00","06/14/2016 08:00:00","0.663","0.749","0.414","0.579","0.984","0.271","0.135","0.155","0.04","0.054","0.017"
"YOS404","2013.0","24.0","06/11/2013 09:00:00","06/18/2013 08:00:00","0.934","0.82","0.475","0.666","1.13","0.304","0.144","0.163","0.042","0.061","0.031"
"YOS404","2016.0","26.0","06/21/2016 09:00:00","06/28/2016 08:00:00","0.912","0.53","0.171","0.556","0.718","0.219","0.091","0.107","0.026","0.05","0.062"
"YOS404","2013.0","23.0","06/04/2013 09:00:00","06/11/2013 08:00:00","0.854","1.17","0.369","0.877","1.232","0.417","0.169","0.155","0.041","0.052","0.013"
"YOS404","2017.0","24.0","06/13/2017 09:00:00","06/20/2017 08:00:00","0.849","0.681","0.158","0.5","0.65","0.285","0.088","0.088","0.023","0.039","0.014"
"YOS404","2014.0","24.0","06/10/2014 09:00:00","06/17/2014 08:00:00","0.797","1.046","0.628","0.687","1.305","0.381","0.21","0.273","0.06","0.064","0.123"
"YOS404","2016.0","27.0","06/28/2016 09:00:00","07/05/2016 08:00:00","1.114","1.064","0.453","0.947","1.385","0.393","0.157","0.23","0.047","0.064","0.034"
"YOS404","2015.0","24.0","06/09/2015 09:00:00","06/16/2015 08:00:00","0.603","0.824","0.311","0.826","1.124","0.327","0.109","0.142","0.033","0.06","0.054"
"YOS404","2014.0","23.0","06/03/2014 09:00:00","06/10/2014 08:00:00","0.917","1.202","0.583","0.89","1.459","0.409","0.235","0.266","0.064","0.087","0.064"
"YOS404","2017.0","23.0","06/06/2017 09:00:00","06/13/2017 08:00:00","0.386","0.728","0.231","0.459","0.683","0.182","0.073","0.133","0.027","0.047","0.014"
"ROM406","2015.0","31.0","07/28/2015 09:00:00","08/04/2015 08:00:00","0.382","0.504","0.245","0.641","0.876","0.237","0.209","0.032","0.027","0.042","0.013"
"ROM406","2016.0","29.0","07/12/2016 09:00:00","07/19/2016 08:00:00","0.35","0.479","0.331","0.382","0.707","0.199","0.295","0.06","0.038","0.06","0.013"
"ROM406","2014.0","31.0","07/29/2014 09:00:00","08/05/2014 08:00:00","0.117","0.412","0.094","0.472","0.558","0.202","0.056","0.005","0.007","0.026","0.012"
"ROM406","2015.0","30.0","07/21/2015 09:00:00","07/28/2015 08:00:00","0.256","0.393","0.154","0.359","0.508","0.165","0.153","0.044","0.022","0.026","0.012"
"ROM406","2017.0","28.0","07/11/2017 09:00:00","07/18/2017 08:00:00","0.124","0.527","0.131","0.638","0.759","0.24","0.106","0.018","0.016","0.065","0.013"
"ROM406","2013.0","28.0","07/09/2013 09:00:00","07/16/2013 08:00:00","0.206","0.787","0.203","0.775","0.966","0.334","0.097","0.019","0.015","0.043","0.012"
"ROM406","2014.0","29.0","07/15/2014 09:00:00","07/22/2014 08:00:00","0.165","0.542","0.117","0.5","0.609","0.246","0.13","0.026","0.018","0.088","0.012"
"ROM406","2013.0","27.0","07/02/2013 09:00:00","07/09/2013 08:00:00","0.183","0.544","0.135","0.596","0.722","0.232","0.129","0.023","0.02","0.052","0.012"
"ROM406","2013.0","29.0","07/16/2013 09:00:00","07/23/2013 08:00:00","0.221","0.616","0.129","0.81","0.926","0.27","0.107","0.016","0.014","0.033","0.012"
"ROM406","2015.0","29.0","07/14/2015 09:00:00","07/21/2015 08:00:00","0.279","0.514","0.16","0.349","0.503","0.206","0.115","0.039","0.017","0.023","0.012"
"ROM406","2017.0","30.0","07/25/2017 09:00:00","08/01/2017 08:00:00","0.135","0.446","0.12","0.522","0.634","0.232","0.07","0.013","0.011","0.038","0.014"
"ROM406","2017.0","29.0","07/18/2017 09:00:00","07/25/2017 08:00:00","0.139","0.39","0.12","0.525","0.636","0.203","0.085","0.018","0.013","0.05","0.013"
"ROM406","2014.0","30.0","07/22/2014 09:00:00","07/29/2014 08:00:00","0.131","0.771","0.242","0.542","0.775","0.296","0.176","0.025","0.022","0.06","0.013"
"ROM406","2016.0","30.0","07/19/2016 09:00:00","07/26/2016 08:00:00","0.204","0.42","0.14","0.439","0.572","0.178","0.129","0.03","0.019","0.039","0.012"
"ROM406","2013.0","30.0","07/23/2013 09:00:00","07/30/2013 08:00:00","0.188","0.627","0.072","0.806","0.866","0.172","0.117","0.013","0.016","0.046","0.012"
"ROM406","2016.0","28.0","07/05/2016 09:00:00","07/12/2016 08:00:00","0.312","0.467","0.23","0.327","0.552","0.179","0.242","0.083","0.034","0.051","0.036"
"ROM406","2013.0","31.0","07/30/2013 09:00:00","08/06/2013 08:00:00","0.164","0.84","0.116","0.643","0.749","0.309","0.115","0.041","0.018","0.029","0.012"
"ROM406","2015.0","28.0","07/07/2015 09:00:00","07/14/2015 08:00:00","0.208","0.352","0.087","0.34","0.422","0.139","0.04","0.033","0.009","0.019","0.012"
"ROM406","2014.0","27.0","07/01/2014 09:00:00","07/08/2014 08:00:00","0.195","0.707","0.223","0.696","0.908","0.195","0.21","0.042","0.029","0.074","0.012"
"ROM406","2014.0","28.0","07/08/2014 09:00:00","07/15/2014 08:00:00","0.137","0.558","0.151","0.616","0.757","0.248","0.102","0.013","0.016","0.038","0.013"
"ROM406","2016.0","31.0","07/26/2016 09:00:00","08/02/2016 08:00:00","0.269","0.556","0.246","0.691","0.927","0.262","0.218","0.031","0.028","0.072","0.012"
"ROM406","2017.0","27.0","07/04/2017 09:00:00","07/11/2017 08:00:00","0.145","0.503","0.114","0.412","0.519","0.231","0.137","0.027","0.019","0.062","0.014"
"ROM206","2014.0","28.0","07/08/2014 09:00:00","07/15/2014 08:00:00","0.152","0.524","0.158","0.597","0.745","0.237","0.099","0.013","0.015","0.036","0.012"
"ROM206","2015.0","29.0","07/14/2015 09:00:00","07/21/2015 08:00:00","0.165","0.5","0.179","0.338","0.512","0.2","0.111","0.038","0.016","0.023","0.012"
"ROM206","2013.0","29.0","07/16/2013 09:00:00","07/23/2013 08:00:00","0.215","0.591","0.14","0.725","0.853","0.28","0.112","0.016","0.015","0.035","0.012"
"ROM206","2014.0","27.0","07/01/2014 09:00:00","07/08/2014 08:00:00","0.181","0.66","0.154","0.682","0.825","0.165","0.194","0.04","0.027","0.063","0.012"
"ROM206","2014.0","31.0","07/29/2014 09:00:00","08/05/2014 08:00:00","0.13","0.41","0.117","0.461","0.57","0.193","0.06","0.006","0.008","0.024","0.013"
"ROM206","2014.0","29.0","07/15/2014 09:00:00","07/22/2014 08:00:00","0.169","0.51","0.12","0.495","0.606","0.252","0.121","0.024","0.017","0.078","0.012"
"ROM206","2017.0","27.0","07/04/2017 09:00:00","07/11/2017 08:00:00","0.137","0.466","0.103","0.388","0.485","0.2","0.13","0.025","0.019","0.061","0.013"
"ROM206","2016.0","28.0","07/05/2016 09:00:00","07/12/2016 08:00:00","0.325","0.451","0.209","0.368","0.571","0.17","0.223","0.077","0.032","0.047","0.035"
"ROM206","2016.0","29.0","07/12/2016 09:00:00","07/19/2016 08:00:00","0.37","0.497","0.322","0.456","0.771","0.199","0.279","0.059","0.036","0.054","0.015"
"ROM206","2017.0","28.0","07/11/2017 09:00:00","07/18/2017 08:00:00","0.125","0.532","0.116","0.636","0.742","0.237","0.101","0.018","0.015","0.061","0.012"
"ROM206","2013.0","28.0","07/09/2013 09:00:00","07/16/2013 08:00:00","0.217","0.769","0.154","0.826","0.966","0.316","0.101","0.019","0.014","0.043","0.012"
"ROM206","2013.0","27.0","07/02/2013 09:00:00","07/09/2013 08:00:00","0.188","0.533","0.135","0.553","0.68","0.226","0.131","0.025","0.02","0.052","0.012"
"ROM206","2015.0","28.0","07/07/2015 09:00:00","07/14/2015 08:00:00","0.176","0.347","0.097","0.272","0.365","0.138","0.04","0.032","0.009","0.019","0.012"
"ROM206","2016.0","30.0","07/19/2016 09:00:00","07/26/2016 08:00:00","0.297","0.435","0.153","0.474","0.619","0.185","0.147","0.032","0.021","0.044","0.012"
"ROM206","2017.0","29.0","07/18/2017 09:00:00","07/25/2017 08:00:00","0.13","0.402","0.107","0.5","0.6","0.187","0.084","0.018","0.013","0.051","0.012"
"ROM206","2017.0","30.0","07/25/2017 09:00:00","08/01/2017 08:00:00","0.122","0.437","0.134","0.496","0.622","0.242","0.068","0.013","0.011","0.044","0.012"
"ROM206","2013.0","30.0","07/23/2013 09:00:00","07/30/2013 08:00:00","0.189","0.59","0.052","0.8","0.839","0.174","0.114","0.013","0.016","0.043","0.012"
"ROM206","2014.0","30.0","07/22/2014 09:00:00","07/29/2014 08:00:00","0.116","0.74","0.234","0.493","0.719","0.288","0.15","0.022","0.019","0.059","0.012"
"ROM206","2015.0","31.0","07/28/2015 09:00:00","08/04/2015 08:00:00","0.389","0.485","0.228","0.649","0.866","0.227","0.2","0.027","0.027","0.038","0.013"
"ROM206","2015.0","30.0","07/21/2015 09:00:00","07/28/2015 08:00:00","0.284","0.395","0.153","0.348","0.495","0.166","0.154","0.044","0.021","0.025","0.013"
"ROM206","2013.0","31.0","07/30/2013 09:00:00","08/06/2013 08:00:00","0.163","0.83","0.109","0.607","0.706","0.314","0.12","0.039","0.018","0.028","0.012"
"ROM206","2016.0","31.0","07/26/2016 09:00:00","08/02/2016 08:00:00","0.332","0.576","0.264","0.698","0.952","0.274","0.224","0.029","0.029","0.074","0.013"
"YEL408","2013.0","31.0","07/30/2013 09:00:00","08/06/2013 08:00:00","0.583","0.438","0.143","0.237","0.376","0.215","0.177","0.052","0.034","0.055","0.014"
"YEL408","2014.0","31.0","07/29/2014 09:00:00","08/05/2014 08:00:00","0.594","0.325","0.039","0.152","0.189","0.162","0.047","0.006","0.007","0.029","0.013"
"YEL408","2017.0","27.0","07/04/2017 09:00:00","07/11/2017 08:00:00","0.792","0.47","0.076","0.241","0.313","0.201","0.083","0.028","0.016","0.076","0.016"
"YEL408","2016.0","29.0","07/12/2016 09:00:00","07/19/2016 08:00:00","0.578","0.229","0.079","0.175","0.251","0.109","0.097","0.021","0.014","0.027","0.016"
"YEL408","2013.0","28.0","07/09/2013 09:00:00","07/16/2013 08:00:00","0.458","0.516","0.079","0.283","0.357","0.221","0.098","0.029","0.016","0.03","0.013"
"YEL408","2017.0","28.0","07/11/2017 09:00:00","07/18/2017 08:00:00","0.512","0.383","0.07","0.292","0.357","0.16","0.106","0.022","0.017","0.095","0.011"
"YEL408","2015.0","30.0","07/21/2015 09:00:00","07/28/2015 08:00:00","0.431","0.41","0.099","0.219","0.314","0.179","0.068","0.03","0.013","0.025","0.013"
"YEL408","2016.0","30.0","07/19/2016 09:00:00","07/26/2016 08:00:00","0.678","0.381","0.13","0.247","0.372","0.145","0.169","0.051","0.024","0.045","0.029"
"YEL408","2013.0","27.0","07/02/2013 09:00:00","07/09/2013 08:00:00","0.504","0.405","0.09","0.192","0.279","0.189","0.08","0.026","0.016","0.052","0.013"
"YEL408","2016.0","28.0","07/05/2016 09:00:00","07/12/2016 08:00:00","0.353","0.255","0.118","0.145","0.26","0.11","0.098","0.027","0.016","0.029","0.013"
"YEL408","2015.0","29.0","07/14/2015 09:00:00","07/21/2015 08:00:00","0.384","0.239","0.05","0.2","0.247","0.12","0.05","0.012","0.008","0.018","0.013"
"YEL408","2014.0","29.0","07/15/2014 09:00:00","07/22/2014 08:00:00","0.529","0.318","0.097","0.214","0.307","0.174","0.127","0.027","0.018","0.09","0.013"
